Amplitude,Shift,Frequency,Element Ratio,Error
1.0472,4.71239,16.0,0.31622776601683794,0.2140877528879267
1.0472,4.71239,16.0,1.0,0.4072108464100231
1.0472,4.71239,16.0,3.1622776601683795,0.21746936654960555
1.0472,4.71239,16.0,10.0,0.003809387860248724
1.0472,6.28319,16.0,0.1,0.021039337165963172
1.0472,6.28319,16.0,0.31622776601683794,0.1450134017485804
1.0472,6.28319,16.0,1.0,0.2792286918868261
1.0472,6.28319,16.0,3.1622776601683795,0.1469784893430357
1.0472,6.28319,16.0,10.0,0.022072717749218703
0.1309,0.0,21.0,0.1,0.541343331241419
0.1309,0.0,21.0,0.31622776601683794,0.541614252046762
0.1309,0.0,21.0,1.0,0.542173886549725
0.1309,0.0,21.0,3.1622776601683795,0.5411526050285687
0.1309,0.0,21.0,10.0,0.5409904782241414
0.1309,1.5708,21.0,0.1,0.5840345004584168
0.1309,1.5708,21.0,0.31622776601683794,0.6442050721574724
0.1309,1.5708,21.0,1.0,0.6899222443794811
0.1309,1.5708,21.0,3.1622776601683795,0.6423353104913613
0.1309,1.5708,21.0,10.0,0.5825929026180211
0.1309,3.14159,21.0,0.1,0.6300702799491018
0.1309,3.14159,21.0,0.31622776601683794,0.7895382140552958
0.1309,3.14159,21.0,1.0,1.0
0.1309,3.14159,21.0,3.1622776601683795,0.7894652209214306
0.1309,3.14159,21.0,10.0,0.6310682757618402
0.1309,4.71239,21.0,0.1,0.5811691018962443
0.1309,4.71239,21.0,0.31622776601683794,0.63792808769744
0.1309,4.71239,21.0,1.0,0.683149090274344
0.1309,4.71239,21.0,3.1622776601683795,0.6403109781507013
0.1309,4.71239,21.0,10.0,0.5814520486571926
0.1309,6.28319,21.0,0.1,0.5407146529845536
0.1309,6.28319,21.0,0.31622776601683794,0.5416044763619035
0.1309,6.28319,21.0,1.0,0.5421134078758614
0.1309,6.28319,21.0,3.1622776601683795,0.541409848467436
0.1309,6.28319,21.0,10.0,0.5406627459676835
0.35997,0.0,21.0,0.1,0.2512637662385606
0.35997,0.0,21.0,0.31622776601683794,0.2649988910014636
0.35997,0.0,21.0,1.0,0.27429643370683643
0.35997,0.0,21.0,3.1622776601683795,0.26529344980158603
0.35997,0.0,21.0,10.0,0.2513703591843281
0.35997,1.5708,21.0,0.1,0.3173641226530682
0.35997,1.5708,21.0,0.31622776601683794,0.42392129871429424
0.35997,1.5708,21.0,1.0,0.5052573097903598
0.35997,1.5708,21.0,3.1622776601683795,0.42002560828753954
0.35997,1.5708,21.0,10.0,0.31547976343115375
0.35997,3.14159,21.0,0.1,0.3937266543584688
0.35997,3.14159,21.0,0.31622776601683794,0.6641898949262984
0.35997,3.14159,21.0,3.1622776601683795,0.6664452060276194
0.35997,3.14159,21.0,10.0,0.3944666986091125
0.35997,4.71239,21.0,0.1,0.31228945932450075
0.35997,4.71239,21.0,0.31622776601683794,0.41376976832720774
0.35997,4.71239,21.0,1.0,0.49581431077253063
0.35997,4.71239,21.0,3.1622776601683795,0.41706199103303404
0.35997,4.71239,21.0,10.0,0.3136466184567162
0.35997,6.28319,21.0,0.1,0.2509604518674313
0.35997,6.28319,21.0,0.31622776601683794,0.26488605116361935
0.35997,6.28319,21.0,1.0,0.2746648764747343
0.35997,6.28319,21.0,3.1622776601683795,0.26475861795693806
0.35997,6.28319,21.0,10.0,0.25126920335247144
0.58905,0.0,21.0,0.1,0.08096443104472513
0.58905,0.0,21.0,0.31622776601683794,0.12830026368331598
0.58905,0.0,21.0,1.0,0.1625298816764432
0.58905,0.0,21.0,3.1622776601683795,0.128643251416705
0.58905,0.0,21.0,10.0,0.08083900473345298
0.58905,1.5708,21.0,0.1,0.15090184711595447
0.58905,1.5708,21.0,0.31622776601683794,0.29472271869210237
0.58905,1.5708,21.0,1.0,0.4161682126284226
0.58905,1.5708,21.0,3.1622776601683795,0.29562934765282134
0.58905,1.5708,21.0,10.0,0.14833001534549992
0.58905,3.14159,21.0,0.1,0.24760274906674198
0.58905,3.14159,21.0,0.31622776601683794,0.6157175155265915
0.58905,3.14159,21.0,3.1622776601683795,0.6169694299178432
0.58905,3.14159,21.0,10.0,0.24711305095960873
0.58905,4.71239,21.0,0.1,0.14314388388657534
0.58905,4.71239,21.0,0.31622776601683794,0.2848380743102031
0.58905,4.71239,21.0,1.0,0.40265435664413646
0.58905,4.71239,21.0,3.1622776601683795,0.28965763853157883
0.58905,4.71239,21.0,10.0,0.1470461762183637
0.58905,6.28319,21.0,0.1,0.08125009740444873
0.58905,6.28319,21.0,0.31622776601683794,0.12842533027146794
0.58905,6.28319,21.0,1.0,0.16179359146879188
0.58905,6.28319,21.0,3.1622776601683795,0.128289946035398
0.58905,6.28319,21.0,10.0,0.08104098070585367
0.81812,0.0,21.0,0.1,0.01942637749038672
0.81812,0.0,21.0,0.31622776601683794,0.08621747430804076
0.81812,0.0,21.0,1.0,0.16270186133471332
0.81812,0.0,21.0,3.1622776601683795,0.08554428742584227
0.81812,0.0,21.0,10.0,0.018505087079670617
0.81812,1.5708,21.0,0.1,0.03655481888225278
0.81812,1.5708,21.0,0.31622776601683794,0.2300882263125835
0.81812,1.5708,21.0,1.0,0.38470382996680036
0.81812,1.5708,21.0,3.1622776601683795,0.22460918422159207
0.81812,1.5708,21.0,10.0,0.035547979006825284
0.81812,3.14159,21.0,0.1,0.14266241190181125
0.81812,3.14159,21.0,0.31622776601683794,0.5977197297578786
0.81812,3.14159,21.0,3.1622776601683795,0.5983609278531471
0.81812,3.14159,21.0,10.0,0.1434598316151587
0.81812,4.71239,21.0,0.1,0.03039024552137949
0.81812,4.71239,21.0,0.31622776601683794,0.21410926679129372
0.81812,4.71239,21.0,1.0,0.3696955598681455
0.81812,4.71239,21.0,3.1622776601683795,0.21542435817811656
0.81812,4.71239,21.0,10.0,0.032408681613949636
0.81812,6.28319,21.0,0.1,0.019248298610667344
0.81812,6.28319,21.0,0.31622776601683794,0.08374023662118897
0.81812,6.28319,21.0,1.0,0.1636953775037613
0.81812,6.28319,21.0,3.1622776601683795,0.08558234606135993
0.81812,6.28319,21.0,10.0,0.01883923693464088
1.0472,0.0,21.0,0.1,0.06946152181138908
1.0472,0.0,21.0,0.31622776601683794,0.10630287366930435
1.0472,0.0,21.0,1.0,0.24540325868183976
1.0472,0.0,21.0,3.1622776601683795,0.10659691193898128
1.0472,0.0,21.0,10.0,0.06940545220129438
1.0472,1.5708,21.0,0.1,0.037651449690981366
1.0472,1.5708,21.0,0.31622776601683794,0.1955252819230262
1.0472,1.5708,21.0,1.0,0.3933789225286337
1.0472,1.5708,21.0,3.1622776601683795,0.1912278117737749
1.0472,1.5708,21.0,10.0,0.03715783094018301
1.0472,3.14159,21.0,0.1,0.07181945863337427
1.0472,3.14159,21.0,0.31622776601683794,0.5895291259662506
1.0472,3.14159,21.0,3.1622776601683795,0.5930406743161385
1.0472,3.14159,21.0,10.0,0.07333758396052538
1.0472,4.71239,21.0,0.1,0.04518415996909967
1.0472,4.71239,21.0,0.31622776601683794,0.17711583459661123
1.0472,4.71239,21.0,1.0,0.37846364816012307
1.0472,4.71239,21.0,3.1622776601683795,0.18221704058069926
1.0472,4.71239,21.0,10.0,0.04325250968166795
1.0472,6.28319,21.0,0.1,0.06996978438725569
1.0472,6.28319,21.0,0.31622776601683794,0.10184229643401803
1.0472,6.28319,21.0,1.0,0.24543681967083927
1.0472,6.28319,21.0,3.1622776601683795,0.10643118332009108
1.0472,6.28319,21.0,10.0,0.07014674305691765
